id,price,property_type,subproperty_type,region,province,locality,zip_code,latitude,longitude,construction_year,total_area_sqm,surface_land_sqm,nbr_frontages,nbr_bedrooms,equipped_kitchen,fl_furnished,fl_open_fire,fl_terrace,terrace_sqm,fl_garden,garden_sqm,fl_swimming_pool,fl_floodzone,state_building,primary_energy_consumption_sqm,epc,heating_type,fl_double_glazing,cadastral_income
34221000,225000.0,APARTMENT,APARTMENT,Flanders,Antwerp,Antwerp,2050,51.2171725,4.3799821,1963.0,100.0,,2,2,INSTALLED,0,0,1,5.0,0,0.0,0,0,MISSING,231.0,C,GAS,1,922.0
34036000,335000.0,APARTMENT,APARTMENT,Brussels-Capital,Brussels,Brussels,1070,50.8420431,4.3345427,,142.0,,2,3,INSTALLED,0,0,1,,0,0.0,0,1,AS_NEW,,MISSING,GAS,0,
74290000,185000.0,APARTMENT,APARTMENT,Wallonia,Liège,Liège,4000,50.6318255,5.5573521,,,,2,2,MISSING,0,0,1,,0,0.0,0,1,MISSING,212.0,C,MISSING,1,
59541000,294000.0,APARTMENT,APARTMENT,Wallonia,Liège,Verviers,4700,50.6335911,6.0298685,2023.0,106.0,,3,2,NOT_INSTALLED,0,1,1,7.0,0,0.0,0,1,MISSING,,MISSING,GAS,1,
22074000,347000.0,APARTMENT,APARTMENT,Flanders,Antwerp,Mechelen,2820,51.0240727,4.5424491,2011.0,102.0,,2,2,INSTALLED,0,0,1,,0,0.0,0,0,MISSING,113.0,B,GAS,1,
47395000,270000.0,APARTMENT,APARTMENT,Flanders,Antwerp,Antwerp,2100,,,1973.0,115.0,,3,3,MISSING,0,0,1,,0,0.0,0,1,TO_BE_DONE_UP,236.0,C,MISSING,0,1160.0
37990000,272000.0,APARTMENT,APARTMENT,Flanders,Flemish Brabant,Halle-Vilvoorde,1500,,,,84.0,,2,2,MISSING,0,0,1,13.0,0,0.0,0,1,AS_NEW,,MISSING,MISSING,0,
12568000,270650.0,APARTMENT,APARTMENT,Flanders,East Flanders,Aalst,9300,50.9342398,4.0481151,,69.0,,2,1,MISSING,0,0,1,8.0,0,0.0,0,1,MISSING,,MISSING,MISSING,0,
10472000,280000.0,APARTMENT,APARTMENT,Flanders,Antwerp,Turnhout,2280,51.1726725,4.7431011,2024.0,82.0,,2,2,MISSING,0,0,1,14.0,0,0.0,0,0,GOOD,,MISSING,MISSING,1,1.0
66970000,320517.0,APARTMENT,APARTMENT,Flanders,East Flanders,Gent,9180,51.1732149,3.9425774,2023.0,108.0,,4,2,HYPER_EQUIPPED,0,0,1,23.0,0,0.0,0,0,MISSING,,MISSING,MISSING,1,
30081000,265000.0,APARTMENT,APARTMENT,Flanders,Antwerp,Antwerp,2100,51.2225441,4.4797397,1978.0,102.0,,2,2,INSTALLED,0,0,1,10.0,0,0.0,0,0,JUST_RENOVATED,119.0,B,GAS,1,1068.0
59336000,309900.0,APARTMENT,APARTMENT,Flanders,Flemish Brabant,Leuven,3200,51.0053889,4.8366618,2023.0,92.0,,3,2,INSTALLED,0,1,1,18.0,1,,0,0,MISSING,,MISSING,MISSING,1,
32624000,293319.0,APARTMENT,APARTMENT,Wallonia,Walloon Brabant,Nivelles,1480,50.6860556,4.2075045,2024.0,,,2,2,USA_INSTALLED,0,0,1,11.0,0,0.0,0,0,MISSING,63.0,A,MISSING,1,
41421000,269000.0,APARTMENT,APARTMENT,Flanders,Flemish Brabant,Halle-Vilvoorde,1785,50.9095863,4.3058345,2022.0,80.0,,2,1,MISSING,0,0,1,14.0,0,0.0,0,0,MISSING,40.0,A,GAS,0,
24546000,275000.0,APARTMENT,APARTMENT,Flanders,Antwerp,Antwerp,2000,51.2089773,4.3917365,,65.0,,2,1,INSTALLED,0,0,0,0.0,0,0.0,0,0,GOOD,,MISSING,GAS,0,
22508000,345000.0,APARTMENT,APARTMENT,Flanders,West Flanders,Brugge,8301,51.3405582,3.2363966,1974.0,40.0,,2,1,HYPER_EQUIPPED,0,0,0,0.0,0,0.0,0,0,GOOD,198.0,B,GAS,1,
57985000,275000.0,APARTMENT,APARTMENT,Brussels-Capital,Brussels,Brussels,1050,50.8185931,4.3838131,1930.0,75.0,,2,1,MISSING,0,1,0,0.0,0,0.0,0,1,TO_BE_DONE_UP,198.0,D,MISSING,1,531.0
51116000,499000.0,APARTMENT,APARTMENT,Flanders,East Flanders,Aalst,9500,50.7860474,3.9179924,,162.0,,2,4,MISSING,0,1,0,0.0,0,0.0,0,1,AS_NEW,396.0,D,MISSING,0,
35133000,160000.0,APARTMENT,APARTMENT,Flanders,West Flanders,Diksmuide,8600,51.0334997,2.862771,,69.0,,2,2,MISSING,0,0,0,0.0,1,15.0,0,0,GOOD,328.0,A++,ELECTRIC,1,580.0
77824000,174000.0,APARTMENT,APARTMENT,Wallonia,Hainaut,Soignies,7060,50.5703743,4.0642271,2023.0,61.0,,3,1,HYPER_EQUIPPED,0,0,1,7.0,0,0.0,0,0,AS_NEW,,MISSING,ELECTRIC,1,
6722000,355000.0,APARTMENT,APARTMENT,Flanders,West Flanders,Oostend,8430,51.1838218,2.8127204,,69.0,,4,2,INSTALLED,0,1,1,12.0,0,0.0,0,1,MISSING,,MISSING,MISSING,1,
3921000,499900.0,APARTMENT,APARTMENT,Flanders,East Flanders,Aalst,9500,50.7918866,3.9271927,1994.0,260.0,,4,5,INSTALLED,0,0,1,45.0,1,960.0,0,1,GOOD,199.0,B,MISSING,1,
75396000,336060.0,APARTMENT,APARTMENT,Wallonia,Namur,Namur,5640,50.314189,4.6614885,2023.0,104.0,,4,2,MISSING,0,1,1,18.0,0,0.0,0,1,MISSING,55.0,A,ELECTRIC,1,
41522000,153900.0,APARTMENT,APARTMENT,Flanders,Antwerp,Antwerp,2100,51.2279481,4.4710569,,60.0,,3,1,INSTALLED,0,1,1,3.0,0,0.0,0,1,GOOD,276.0,C,GAS,1,
15415000,269000.0,APARTMENT,APARTMENT,Flanders,East Flanders,Aalst,9308,50.9631306,4.0399199,2022.0,82.0,,4,2,USA_HYPER_EQUIPPED,0,0,1,,0,0.0,0,1,AS_NEW,,MISSING,MISSING,1,
72150000,220000.0,APARTMENT,APARTMENT,Brussels-Capital,Brussels,Brussels,1200,50.8480716,4.4239712,1948.0,50.0,,2,1,INSTALLED,0,0,0,0.0,0,0.0,0,1,GOOD,1402.0,G,GAS,0,
19264000,245000.0,APARTMENT,APARTMENT,Flanders,West Flanders,Oostend,8430,51.1893704,2.8189395,2001.0,69.0,,2,2,INSTALLED,0,0,1,4.0,0,0.0,0,1,GOOD,210.0,C,ELECTRIC,0,874.0
59420000,335000.0,APARTMENT,APARTMENT,Wallonia,Liège,Liège,4000,50.6203009,5.5771992,1959.0,155.0,,2,4,INSTALLED,0,0,1,3.0,0,0.0,0,0,TO_BE_DONE_UP,176.0,C,GAS,1,1864.0
25685000,329000.0,APARTMENT,APARTMENT,Brussels-Capital,Brussels,Brussels,1030,50.8653804,4.3893346,1958.0,120.0,,2,2,HYPER_EQUIPPED,0,0,1,7.0,0,0.0,0,0,TO_BE_DONE_UP,200.0,D,MISSING,1,
36017000,414500.0,APARTMENT,APARTMENT,Flanders,East Flanders,Aalst,9300,50.9337015,4.0555198,,133.0,,2,2,MISSING,0,0,0,0.0,0,0.0,0,1,MISSING,,MISSING,MISSING,0,
4964000,115000.0,APARTMENT,APARTMENT,Wallonia,Hainaut,Tournai,7500,,,,82.0,,2,2,INSTALLED,0,0,0,0.0,0,0.0,0,1,MISSING,173.0,C,FUELOIL,0,837.0
72327000,271000.0,APARTMENT,APARTMENT,Flanders,Flemish Brabant,Leuven,3440,50.8335291,5.1026475,2022.0,81.0,,2,2,USA_HYPER_EQUIPPED,0,0,1,9.0,1,20.0,0,0,AS_NEW,,MISSING,MISSING,1,
10696000,179000.0,APARTMENT,APARTMENT,Flanders,West Flanders,Oostend,8420,51.3012646,3.0790823,1987.0,442.0,,2,1,USA_INSTALLED,0,0,1,35.0,0,0.0,0,0,GOOD,313.0,D,MISSING,1,619.0
18291000,325000.0,APARTMENT,APARTMENT,Brussels-Capital,Brussels,Brussels,1190,50.8188336,4.3367565,,105.0,,1,2,SEMI_EQUIPPED,0,0,1,3.0,0,0.0,0,1,AS_NEW,,MISSING,MISSING,1,1200.0
34064000,185000.0,APARTMENT,APARTMENT,Wallonia,Liège,Huy,4500,50.5222226,5.2444898,1830.0,81.0,,2,2,INSTALLED,0,0,1,7.0,0,0.0,0,1,AS_NEW,353.0,E,GAS,1,568.0
7493000,224000.0,APARTMENT,APARTMENT,Flanders,East Flanders,Aalst,9470,50.8961542,4.0693753,2005.0,78.0,,4,2,INSTALLED,0,0,1,6.0,0,0.0,0,1,GOOD,115.0,B,MISSING,1,
35630000,422000.0,APARTMENT,APARTMENT,Brussels-Capital,Brussels,Brussels,1000,50.8660958,4.3447036,,98.0,,4,2,HYPER_EQUIPPED,0,0,1,8.0,0,0.0,0,1,AS_NEW,,MISSING,MISSING,0,
73982000,283500.0,APARTMENT,APARTMENT,Wallonia,Liège,Liège,4620,,,,102.0,,4,2,MISSING,0,0,1,8.0,0,0.0,0,1,AS_NEW,,MISSING,MISSING,1,
51398000,219000.0,APARTMENT,APARTMENT,Brussels-Capital,Brussels,Brussels,1081,,,,85.0,,2,2,HYPER_EQUIPPED,0,0,0,0.0,0,0.0,0,1,JUST_RENOVATED,157.0,D,GAS,1,
66318000,299500.0,APARTMENT,APARTMENT,Wallonia,Hainaut,Charleroi,6032,,,,192.0,,2,3,NOT_INSTALLED,0,0,1,30.0,1,109.0,0,1,AS_NEW,,MISSING,GAS,1,
14064000,610000.0,APARTMENT,APARTMENT,Flanders,Antwerp,Antwerp,2000,,,2023.0,136.0,,3,3,HYPER_EQUIPPED,0,0,1,,0,0.0,0,1,AS_NEW,,MISSING,GAS,1,
43067000,483000.0,APARTMENT,APARTMENT,Brussels-Capital,Brussels,Brussels,1200,,,,93.0,,2,2,MISSING,0,0,1,11.0,0,0.0,0,1,AS_NEW,,MISSING,MISSING,0,
55254000,420000.0,APARTMENT,APARTMENT,Wallonia,Liège,Waremme,4357,50.6427323,5.3220331,2023.0,105.0,,4,2,INSTALLED,0,0,1,59.0,0,0.0,0,1,MISSING,78.0,A,GAS,1,
61562000,235000.0,APARTMENT,APARTMENT,Flanders,Antwerp,Antwerp,2170,51.2528234,4.4356719,1976.0,85.0,,2,2,INSTALLED,0,1,1,2.0,0,0.0,0,1,GOOD,119.0,B,GAS,1,
43639000,295000.0,APARTMENT,APARTMENT,Flanders,Antwerp,Turnhout,2300,51.3349815,4.9654865,2024.0,93.0,,3,2,MISSING,0,0,1,21.0,0,0.0,0,1,AS_NEW,10.0,A,MISSING,1,
18661000,294948.0,APARTMENT,APARTMENT,Wallonia,Walloon Brabant,Nivelles,1480,50.6860556,4.2075045,2024.0,94.0,,2,2,USA_INSTALLED,0,0,1,36.0,0,0.0,0,0,MISSING,63.0,A,MISSING,1,
64833000,185000.0,APARTMENT,APARTMENT,Wallonia,Hainaut,Mons,7000,50.4526691,3.9534635,1966.0,130.0,,2,3,INSTALLED,0,0,0,0.0,0,0.0,0,1,GOOD,147.0,B,GAS,1,13000.0
53863000,215000.0,APARTMENT,APARTMENT,Flanders,Antwerp,Antwerp,2600,51.2011878,4.4423192,,80.0,,2,1,INSTALLED,0,0,0,0.0,0,0.0,0,0,AS_NEW,139.0,B,MISSING,1,
44778000,409000.0,APARTMENT,APARTMENT,Flanders,East Flanders,Gent,9040,51.0656794,3.755662,2024.0,105.0,,4,2,USA_HYPER_EQUIPPED,0,0,1,19.0,0,0.0,0,0,AS_NEW,,MISSING,MISSING,1,
38346000,255000.0,APARTMENT,APARTMENT,Flanders,Antwerp,Antwerp,2000,51.2107107,4.3952005,,51.0,,2,1,MISSING,1,0,0,0.0,0,0.0,0,1,GOOD,144.0,B,MISSING,0,
63187000,170000.0,APARTMENT,APARTMENT,Brussels-Capital,Brussels,Brussels,1030,,,1875.0,65.0,,2,2,NOT_INSTALLED,0,0,0,0.0,0,0.0,0,1,MISSING,,MISSING,GAS,1,
2675000,301160.0,APARTMENT,APARTMENT,Flanders,Antwerp,Turnhout,2230,51.0512266,4.8813545,,93.0,,2,1,HYPER_EQUIPPED,0,0,1,22.0,0,0.0,0,1,AS_NEW,,MISSING,MISSING,0,
15899000,265000.0,APARTMENT,APARTMENT,Flanders,West Flanders,Veurne,8660,51.1012529,2.592323,1918.0,128.0,,3,2,MISSING,0,0,0,0.0,0,0.0,0,0,TO_RENOVATE,495.0,E,GAS,1,969.0
27364000,314700.0,APARTMENT,APARTMENT,Brussels-Capital,Brussels,Brussels,1120,50.8884803,4.3789931,2022.0,95.0,,2,2,MISSING,0,0,1,28.0,0,0.0,0,1,GOOD,,MISSING,ELECTRIC,0,
55261000,195000.0,APARTMENT,APARTMENT,Brussels-Capital,Brussels,Brussels,1080,,,1969.0,100.0,,2,3,INSTALLED,0,0,1,,0,0.0,0,0,TO_BE_DONE_UP,116.0,C,GAS,1,1187.0
34848000,165000.0,APARTMENT,APARTMENT,Wallonia,Liège,Liège,4020,50.6334399,5.5780638,,75.0,,2,2,INSTALLED,1,0,1,5.0,0,0.0,0,1,GOOD,116.0,B,GAS,1,951.0
23677000,200000.0,APARTMENT,APARTMENT,Flanders,Flemish Brabant,Halle-Vilvoorde,1853,50.8972679,4.3582324,1970.0,81.0,,2,2,INSTALLED,0,0,1,2.0,0,0.0,0,1,AS_NEW,,MISSING,GAS,1,
7604000,229000.0,APARTMENT,APARTMENT,Flanders,Flemish Brabant,Halle-Vilvoorde,1500,,,,,,2,1,USA_HYPER_EQUIPPED,0,0,0,0.0,0,0.0,0,1,JUST_RENOVATED,,MISSING,GAS,1,
18297000,270000.0,APARTMENT,APARTMENT,Flanders,West Flanders,Oostend,8434,51.1701818,2.7762123,2001.0,62.0,,2,2,HYPER_EQUIPPED,1,0,1,,0,0.0,0,0,GOOD,247.0,C,ELECTRIC,0,802.0
44707000,336000.0,APARTMENT,APARTMENT,Flanders,West Flanders,Veurne,8630,51.0550052,2.6684668,2023.0,114.0,,4,3,INSTALLED,0,0,1,13.0,1,52.0,0,0,AS_NEW,,MISSING,MISSING,0,
57340000,261500.0,APARTMENT,APARTMENT,Flanders,East Flanders,Gent,9880,51.0872351,3.4484676,2022.0,74.0,,2,1,HYPER_EQUIPPED,0,0,1,8.0,0,0.0,0,0,MISSING,,MISSING,MISSING,1,
26789000,175000.0,APARTMENT,APARTMENT,Wallonia,Hainaut,Soignies,7060,50.5752892,4.0729994,,95.0,,2,2,MISSING,0,0,0,0.0,0,0.0,0,0,MISSING,217.0,C,GAS,0,1.0
9384000,209000.0,APARTMENT,APARTMENT,Flanders,West Flanders,Brugge,8301,51.3396008,3.2424075,,,,2,2,MISSING,0,0,0,0.0,0,0.0,0,1,MISSING,306.0,D,MISSING,0,
36732000,240000.0,APARTMENT,APARTMENT,Brussels-Capital,Brussels,Brussels,1070,50.8393155,4.2915276,,95.0,,4,2,USA_INSTALLED,0,0,0,0.0,0,0.0,0,1,GOOD,199.0,D,ELECTRIC,1,
3944000,339000.0,APARTMENT,APARTMENT,Flanders,Antwerp,Antwerp,2180,51.2931297,4.4432314,,99.0,,2,2,INSTALLED,0,1,1,9.0,0,0.0,0,0,MISSING,30.0,A,MISSING,0,
45032000,283000.0,APARTMENT,APARTMENT,Flanders,Flemish Brabant,Leuven,3200,50.9891993,4.8324086,1996.0,81.0,,4,2,HYPER_EQUIPPED,0,0,0,0.0,0,0.0,0,1,GOOD,197.0,B,GAS,1,
22771000,265000.0,APARTMENT,APARTMENT,Wallonia,Liège,Liège,4051,50.5962374,5.63098,2010.0,103.0,,2,3,INSTALLED,0,0,1,10.0,0,0.0,0,1,MISSING,115.0,B,MISSING,1,1169.0
50892000,173500.0,APARTMENT,APARTMENT,Flanders,West Flanders,Oostend,8400,51.2134554,2.8838177,,,,2,3,MISSING,0,0,1,,0,0.0,0,1,GOOD,160.0,B,GAS,0,
11661000,210000.0,APARTMENT,APARTMENT,Flanders,Antwerp,Turnhout,2300,51.32215,4.9399338,1977.0,119.0,,2,3,SEMI_EQUIPPED,0,1,1,,0,0.0,0,0,TO_BE_DONE_UP,113.0,B,GAS,1,
53423000,262947.0,APARTMENT,APARTMENT,Flanders,Antwerp,Mechelen,2500,51.1251815,4.5834699,2022.0,89.0,,2,2,INSTALLED,0,1,1,9.0,0,0.0,0,0,MISSING,,MISSING,MISSING,1,
76154000,270000.0,APARTMENT,APARTMENT,Flanders,Antwerp,Antwerp,2050,51.2287925,4.3869689,,87.0,,2,2,USA_HYPER_EQUIPPED,0,0,1,5.0,0,0.0,0,0,MISSING,165.0,B,GAS,1,927.0
41341000,350000.0,APARTMENT,APARTMENT,Flanders,West Flanders,Veurne,8630,51.0729505,2.6670336,2023.0,131.0,,2,3,MISSING,0,0,0,0.0,0,0.0,0,0,MISSING,0.0,MISSING,MISSING,0,
42815000,198500.0,APARTMENT,APARTMENT,Wallonia,Hainaut,Soignies,7060,,,2023.0,78.0,,4,2,INSTALLED,0,0,1,6.0,0,0.0,0,1,MISSING,,MISSING,MISSING,1,
44921000,315000.0,APARTMENT,APARTMENT,Flanders,Antwerp,Antwerp,2240,51.2212011,4.670485,,93.0,,4,2,USA_HYPER_EQUIPPED,0,0,1,10.0,0,0.0,0,0,AS_NEW,,MISSING,MISSING,0,
31966000,384000.0,APARTMENT,APARTMENT,Brussels-Capital,Brussels,Brussels,1000,50.8665959,4.3449,,110.0,,4,3,HYPER_EQUIPPED,0,0,1,7.0,0,0.0,0,1,AS_NEW,,MISSING,MISSING,0,
53970000,272000.0,APARTMENT,APARTMENT,Wallonia,Hainaut,Mons,7000,50.4962796,3.9820702,,92.0,,4,2,INSTALLED,0,1,1,8.0,0,0.0,0,0,MISSING,80.0,A,GAS,1,1.0
77808000,300000.0,APARTMENT,APARTMENT,Wallonia,Hainaut,Charleroi,7181,,,,83.0,,4,2,INSTALLED,0,0,1,18.0,0,0.0,0,1,AS_NEW,,MISSING,GAS,1,
72293000,319500.0,APARTMENT,APARTMENT,Flanders,Antwerp,Turnhout,2470,51.2677034,5.0848534,2024.0,100.0,,3,2,HYPER_EQUIPPED,0,0,1,14.0,0,0.0,0,0,MISSING,,MISSING,MISSING,1,
70958000,275000.0,APARTMENT,APARTMENT,Flanders,Antwerp,Mechelen,2220,51.046095,4.7256921,2003.0,112.0,,2,2,INSTALLED,0,1,0,0.0,0,0.0,0,0,MISSING,186.0,B,GAS,1,922.0
2255000,335750.0,APARTMENT,APARTMENT,Flanders,West Flanders,Brugge,8370,51.3178321,3.1416329,,83.0,,2,2,INSTALLED,0,0,1,7.0,0,0.0,0,0,MISSING,,MISSING,MISSING,0,
77550000,229000.0,APARTMENT,APARTMENT,Flanders,Antwerp,Turnhout,2350,51.3041861,4.8872756,2005.0,70.0,,2,1,SEMI_EQUIPPED,0,1,1,,0,0.0,0,1,GOOD,211.0,C,GAS,1,770.0
61259000,389000.0,APARTMENT,APARTMENT,Brussels-Capital,Brussels,Brussels,1140,50.8772844,4.3900547,1931.0,130.0,,2,3,INSTALLED,0,1,1,15.0,0,0.0,0,1,MISSING,297.0,F,GAS,1,603.0
77697000,215000.0,APARTMENT,APARTMENT,Brussels-Capital,Brussels,Brussels,1020,,,1935.0,90.0,,2,2,MISSING,0,1,1,3.0,0,0.0,0,1,TO_RENOVATE,376.0,G,GAS,0,
39287000,445000.0,APARTMENT,APARTMENT,Brussels-Capital,Brussels,Brussels,1190,50.8155932,4.3401837,1930.0,129.0,,2,2,MISSING,0,0,1,9.0,0,0.0,0,0,TO_RENOVATE,339.0,F,FUELOIL,0,
177000,389000.0,APARTMENT,APARTMENT,Brussels-Capital,Brussels,Brussels,1200,50.8528266,4.4278733,2024.0,72.0,,2,1,USA_HYPER_EQUIPPED,0,0,1,6.0,0,0.0,0,0,AS_NEW,62.0,B,MISSING,1,
77792000,224000.0,APARTMENT,APARTMENT,Flanders,Antwerp,Antwerp,2610,51.1639664,4.3935956,1965.0,97.0,,3,2,INSTALLED,0,1,1,15.0,0,0.0,0,0,GOOD,262.0,C,GAS,1,783.0
24703000,415500.0,APARTMENT,APARTMENT,Flanders,Antwerp,Mechelen,2220,51.0725953,4.7228343,2023.0,111.0,,4,3,INSTALLED,0,1,1,51.0,1,,0,0,MISSING,,MISSING,MISSING,1,
72559000,335000.0,APARTMENT,APARTMENT,Brussels-Capital,Brussels,Brussels,1180,,,1930.0,114.0,,2,2,SEMI_EQUIPPED,0,0,0,0.0,0,0.0,0,1,GOOD,,F,FUELOIL,0,
26668000,425000.0,APARTMENT,APARTMENT,Brussels-Capital,Brussels,Brussels,1050,,,1920.0,80.0,,2,1,USA_HYPER_EQUIPPED,0,0,1,5.0,0,0.0,0,0,GOOD,245.0,E,MISSING,1,
20415000,270850.0,APARTMENT,APARTMENT,Wallonia,Liège,Liège,4000,50.6531367,5.6053659,,99.0,,2,3,MISSING,0,0,1,18.0,0,0.0,0,1,MISSING,120.0,B,GAS,1,
61449000,325000.0,APARTMENT,APARTMENT,Wallonia,Hainaut,Mouscron,7780,50.7676118,3.000706,2023.0,112.0,,3,2,INSTALLED,0,1,1,14.0,0,0.0,1,1,MISSING,49.0,A,GAS,0,
16883000,370000.0,APARTMENT,APARTMENT,Flanders,Flemish Brabant,Halle-Vilvoorde,3090,,,1991.0,109.0,,3,3,INSTALLED,0,0,1,24.0,0,0.0,0,1,GOOD,190.0,B,GAS,0,1462.0
17837000,299000.0,APARTMENT,APARTMENT,Flanders,Antwerp,Turnhout,2440,51.0979848,4.9482181,2023.0,,,2,2,USA_HYPER_EQUIPPED,0,0,0,0.0,0,0.0,0,0,AS_NEW,,MISSING,MISSING,0,
38955000,180000.0,APARTMENT,APARTMENT,Wallonia,Luxembourg,Neufchâteau,6920,50.080466,5.1218962,2023.0,79.0,,4,3,INSTALLED,0,0,0,0.0,0,0.0,0,0,AS_NEW,,A,GAS,1,
25475000,255000.0,APARTMENT,APARTMENT,Brussels-Capital,Brussels,Brussels,1020,50.8914326,4.3273242,1951.0,80.0,,2,2,USA_INSTALLED,0,0,0,0.0,0,0.0,0,1,MISSING,,MISSING,GAS,1,700.0
69044000,399000.0,APARTMENT,APARTMENT,Flanders,Antwerp,Antwerp,2610,51.1697666,4.3670861,2023.0,86.0,,2,2,USA_INSTALLED,0,0,1,18.0,1,80.0,0,0,AS_NEW,,MISSING,MISSING,1,
9236000,255750.0,APARTMENT,APARTMENT,Flanders,West Flanders,Kortrijk,8570,50.8182874,3.430478,2022.0,1030.0,,4,2,INSTALLED,0,0,1,10.0,0,0.0,0,0,AS_NEW,30.0,A,SOLAR,1,1.0
49283000,165000.0,APARTMENT,APARTMENT,Flanders,West Flanders,Veurne,8660,,,1990.0,60.0,,2,1,INSTALLED,1,0,0,0.0,0,0.0,0,0,JUST_RENOVATED,151.0,B,GAS,0,691.0
13549000,390000.0,APARTMENT,APARTMENT,Brussels-Capital,Brussels,Brussels,1180,50.7952533,4.3197984,,99.0,,4,2,HYPER_EQUIPPED,0,0,1,31.0,0,0.0,0,1,AS_NEW,45.0,A,ELECTRIC,0,
3345000,263666.0,APARTMENT,APARTMENT,Flanders,West Flanders,Veurne,8660,51.0964475,2.589268,,72.0,,2,1,MISSING,0,0,1,21.0,0,0.0,0,1,GOOD,,MISSING,GAS,0,
47953000,225000.0,APARTMENT,APARTMENT,Brussels-Capital,Brussels,Brussels,1200,,,1940.0,56.0,,2,1,USA_SEMI_EQUIPPED,0,0,0,0.0,0,0.0,0,1,TO_RENOVATE,247.0,E,GAS,1,
34114000,306120.0,APARTMENT,APARTMENT,Wallonia,Namur,Namur,5640,50.3139197,4.6615033,2023.0,95.0,,4,2,MISSING,0,1,1,19.0,1,56.0,0,1,MISSING,55.0,A,ELECTRIC,1,
40975000,200000.0,APARTMENT,APARTMENT,Wallonia,Walloon Brabant,Nivelles,1300,,,1970.0,85.0,,4,2,SEMI_EQUIPPED,0,1,0,0.0,1,,0,1,GOOD,268.0,D,MISSING,0,1192.0
10086000,359500.0,APARTMENT,APARTMENT,Brussels-Capital,Brussels,Brussels,1090,,,2022.0,102.0,,4,2,INSTALLED,0,1,1,9.0,0,0.0,0,1,GOOD,,MISSING,GAS,1,
3188000,290000.0,APARTMENT,APARTMENT,Flanders,West Flanders,Veurne,8660,51.0731105,2.6019306,2016.0,103.0,,2,2,INSTALLED,0,0,1,22.0,1,40.0,0,0,AS_NEW,,A,GAS,1,
11356000,220000.0,APARTMENT,APARTMENT,Flanders,Flemish Brabant,Leuven,3300,50.8079943,4.9429068,1978.0,91.0,,2,2,INSTALLED,0,1,1,8.0,0,0.0,0,1,GOOD,149.0,B,GAS,1,1011.0
22996000,220000.0,APARTMENT,APARTMENT,Wallonia,Luxembourg,Virton,6740,49.6698315,5.565135,2023.0,75.0,,3,2,INSTALLED,0,0,0,0.0,0,0.0,0,0,AS_NEW,,MISSING,GAS,1,
34721000,99900.0,APARTMENT,APARTMENT,Flanders,Antwerp,Turnhout,2440,51.1552506,4.9941509,1989.0,28.0,,3,1,SEMI_EQUIPPED,0,1,0,0.0,1,,0,0,GOOD,245.0,C,ELECTRIC,1,
37384000,169000.0,APARTMENT,APARTMENT,Flanders,East Flanders,Aalst,9300,50.9441792,4.0138904,1965.0,63.0,,3,1,INSTALLED,0,0,1,,0,0.0,0,0,JUST_RENOVATED,215.0,C,FUELOIL,1,632.0
22684000,395000.0,APARTMENT,APARTMENT,Flanders,East Flanders,Gent,9050,51.0205513,3.7787886,2017.0,110.0,,4,2,INSTALLED,0,0,1,10.0,0,0.0,0,1,MISSING,,MISSING,GAS,1,1210.0
70072000,316500.0,APARTMENT,APARTMENT,Flanders,Flemish Brabant,Halle-Vilvoorde,1785,50.9599455,4.2401501,2023.0,116.0,,3,2,HYPER_EQUIPPED,0,0,1,8.0,0,0.0,0,0,MISSING,,MISSING,MISSING,1,
20683000,210000.0,APARTMENT,APARTMENT,Brussels-Capital,Brussels,Brussels,1081,,,,85.0,,2,1,SEMI_EQUIPPED,0,0,1,9.0,0,0.0,0,1,MISSING,238.0,E,ELECTRIC,1,
70486000,410250.0,APARTMENT,APARTMENT,Flanders,East Flanders,Aalst,9300,50.9342398,4.0481151,,97.0,,2,2,MISSING,0,0,1,41.0,0,0.0,0,1,MISSING,,MISSING,MISSING,0,
39638000,305000.0,APARTMENT,APARTMENT,Wallonia,Hainaut,Mons,7000,50.46155,3.9949,,132.0,,2,3,INSTALLED,0,1,0,0.0,0,0.0,0,1,JUST_RENOVATED,177.0,C,MISSING,1,
50495000,509000.0,APARTMENT,APARTMENT,Brussels-Capital,Brussels,Brussels,1200,,,2023.0,120.0,,2,2,USA_HYPER_EQUIPPED,0,0,1,10.0,0,0.0,0,0,MISSING,,MISSING,GAS,1,
71848000,125000.0,APARTMENT,APARTMENT,Wallonia,Hainaut,Charleroi,6220,50.4774497,4.5465797,,66.0,,3,1,SEMI_EQUIPPED,0,1,0,0.0,0,0.0,0,1,JUST_RENOVATED,305.0,D,GAS,1,365.0
26181000,465000.0,APARTMENT,APARTMENT,Flanders,West Flanders,Brugge,8300,51.3407674,3.23913,2024.0,70.0,,2,2,HYPER_EQUIPPED,0,0,1,9.0,0,0.0,0,1,GOOD,,MISSING,GAS,1,
12626000,109000.0,APARTMENT,APARTMENT,Flanders,East Flanders,Aalst,9300,50.9430439,4.0476895,,60.0,,2,1,SEMI_EQUIPPED,0,0,1,5.0,0,0.0,0,1,GOOD,688.0,F,GAS,1,552.0
16629000,290000.0,APARTMENT,APARTMENT,Flanders,Flemish Brabant,Leuven,3390,50.9424805,4.9085674,2013.0,77.0,,2,2,MISSING,0,0,1,,0,0.0,0,0,GOOD,137.0,B,MISSING,0,737.0
